Date,Activity,Duration,Case Number
6/26/2025,Review file for Court,0.2,25CR254333-910
6/26/2025,Review file for Court,0.2,25CR276883-910
6/26/2025,Review file for Court,0.2,25CR332967-910
6/26/2025,Review file for Court,0.2,25CR224026-910
6/26/2025,Review file for Court,0.2,24CR425724-910
6/26/2025,Review file for Court,0.2,25CR296413-910
6/26/2025,Review file for Court,0.2,25CR257192-910
6/26/2025,Review file for Court,0.2,23CR466936-910
6/26/2025,Review file for Court,0.2,24CR024750-910
6/26/2025,Review file for Court,0.2,24CR247143-910
6/26/2025,Review file for Court,0.2,25CR295791-910
6/26/2025,Review file for Court,0.2,24CR477347-910
6/26/2025,Review file for Court,0.2,25CR252717-910
6/26/2025,Review file for Court,0.2,25CR331842-910
6/26/2025,Court,1,24CR319211-910
6/26/2025,Review file for Court,0.2,25CR328722-910
6/26/2025,Create File/Intake,0.3,25CR343366-910
6/26/2025,Create File/Intake,0.3,24CR384345-910
6/27/2025,Text with Client,0.1,25CR339688-910
6/27/2025,Create File/Intake,0.4,25CR341977-910
6/27/2025,Create File/Intake,0.1,25CR332121-910
6/28/2025,Create File/Intake,0.3,25CR300423-910
6/28/2025,Create File/Intake,0.3,23CR270792-910
6/28/2025,Create File/Intake,0.3,24CR028693-910
6/28/2025,Create File/Intake,0.3,25CR342446-910
6/28/2025,Create File/Intake,0.3,25CR298784-910
6/28/2025,Create File/Intake,0.3,25CR341044-910
6/28/2025,Create File/Intake,0.3,22CR207623-910
6/28/2025,Create File/Intake,0.3,25CR276338-910
6/28/2025,Create File/Intake,0.3,23CR410609-910
6/29/2025,Review file for Court,0.3,25CR227846-910
6/29/2025,Review file for Court,0.2,24CR474251-910
6/29/2025,Review file for Court,0.2,24CR227031-910
6/29/2025,Review file for Court,0.2,21CR209508-910
6/29/2025,Review file for Court,0.2,24CR329001-910
6/29/2025,Review file for Court,0.2,25CR241487-910
6/29/2025,Review file for Court,0.2,24CR470930-910
6/29/2025,Review file for Court,0.1,23CR029961-910
6/29/2025,Review file for Court,0.1,24CR371038-910
6/29/2025,Review file for Court,0.2,23CR476885-910
6/29/2025,Review file for Court,0.2,24CR063735-910
6/29/2025,Review file for Court,0.2,24CR456213-910
6/29/2025,Review file for Court,0.2,25CR204306-910
6/29/2025,Review file for Court,0.2,25CR288529-910
6/29/2025,Review file for Court,0.2,25CR333329-910
6/29/2025,Review file for Court,0.1,24CR376364-910
6/30/2025,REVIEW FILE,0.1,24CR479039-910
6/30/2025,Text with Client,0.1,25CR310267-910
6/30/2025,Text with Client,0.3,25CR308338-910
6/30/2025,Create File/Intake,0.5,25CR336845-910
6/30/2025,Create File/Intake,0.3,25CR027295-910
6/30/2025,Create File/Intake,0.3,25CR023537-910
6/30/2025,Create File/Intake,0.3,25cr305459-910
6/30/2025,Telephone Call with Client,0.4,25CR241487-910
6/30/2025,Email,0.1,25CR241487-910
6/30/2025,Text with Client,0.1,25CR288529-910
6/30/2025,Text with Client,0.1,25CR024428-910
6/30/2025,Conference with DA,0.2,20CR213156-910
6/30/2025,Telephone Call with Client,0.3,20CR213156-910
6/30/2025,Email,0.1,20CR213156-910
6/30/2025,Create File/Intake,0.3,25CR005562-910
6/30/2025,INDICTMENT,0.2,24CR431141-910
6/30/2025,Create File/Intake,0.3,25CR344570-910
6/30/2025,Create File/Intake,0.3,25CR345489-910
6/30/2025,NEGOTIATIONS,0.4,25CR317932-910
6/30/2025,Court,1,25CR227846-910
6/30/2025,TEXT,0.1,25CR227846-910
6/30/2025,Court,1,24CR343240-910
6/30/2025,Court,1,25CR241487-910
6/30/2025,Court,1,24CR063735-910
6/30/2025,Court,1,25CR202792-910
6/30/2025,Review file for Court,0.1,24CR463593-910
6/30/2025,Court,1,24CR406218-910
6/30/2025,Court,1,25CR204306-910
6/30/2025,Court,1,25CR288529-910
